READ SERR 1
@model02.pco
!
0.106617332 6.61733234E-3 0 0 0
0.120727777 7.49311456E-3 0 0 0
0.136705697 8.48480314E-3 0 0 0
0.154798239 9.60773788E-3 0 0 0
0.175285265 1.08792903E-2 6.07951937E-40 6.04808825E-40 3.14311246E-42
0.198483691 1.2319128E-2 1.07826486E-28 1.07354248E-28 4.72234966E-31
0.224752337 1.39495227E-2 1.09384038E-20 1.08975706E-20 4.08331444E-23
0.254497558 1.57956965E-2 4.51834987E-15 4.50388721E-15 1.44625317E-17
0.288179457 1.78862028E-2 1.61376728E-11 1.60930852E-11 4.45881565E-14
0.326319039 2.02533826E-2 4.82979567E-9 4.81817697E-9 1.16189992E-11
0.36950627 2.29338501E-2 6.10414816E-7 6.09123958E-7 1.29089528E-9
0.418409199 2.59690676E-2 1.54830541E-5 1.5453963E-5 2.9090744E-8
0.473784238 2.94059869E-2 1.54120484E-4 1.53859946E-4 2.60536666E-7
0.536487997 3.32977697E-2 2.95047997E-4 2.94592639E-4 4.55371776E-7
0.60749042 3.77046205E-2 4.42366727E-4 4.41733049E-4 6.33687307E-7
0.687889695 4.2694699E-2 1.52973493E-3 1.52766204E-3 2.07284779E-6
0.778929591 4.83452007E-2 3.79642448E-3 3.79145145E-3 4.97289102E-6
0.882018328 5.47435246E-2 7.67465588E-3 7.66469399E-3 9.96195467E-6
0.998750508 6.1988648E-2 1.26419747E-2 1.26252482E-2 1.67268463E-5
1.13093185 7.01926351E-2 2.00416874E-2 2.00137943E-2 2.78922944E-5
1.28060687 7.94823989E-2 2.64882576E-2 2.64480934E-2 4.01649122E-5
1.45009089 9.00016278E-2 3.08375303E-2 3.07845362E-2 5.29951903E-5
1.64200556 0.101913042 3.29078473E-2 3.28409597E-2 6.68886569E-5
1.85931945 0.115400888 3.1391751E-2 3.13127674E-2 7.8985162E-5
2.10539412 0.130673811 2.75630541E-2 2.74729431E-2 9.01123058E-5
2.38403606 0.147968054 2.26360243E-2 2.25349832E-2 1.01040874E-4
2.69955516 0.16755113 1.73445959E-2 1.72336232E-2 1.10973444E-4
3.05683231 0.189725965 1.25636868E-2 1.24431094E-2 1.20576944E-4
3.46139383 0.214835554 8.65525473E-3 8.52572732E-3 1.2952731E-4
3.91949773 0.243268326 5.7355403E-3 5.59748663E-3 1.38053729E-4
4.43823004 0.275464058 3.70484148E-3 3.55857378E-3 1.46267776E-4
5.02561522 0.311920822 2.37192167E-3 2.21754285E-3 1.54378751E-4
5.6907382 0.353202492 1.52487773E-3 1.36245438E-3 1.62423297E-4
6.44388866 0.399947673 9.98492702E-4 8.27979122E-4 1.70513551E-4
7.29671574 0.452879399 6.76068303E-4 4.98064968E-4 1.78003364E-4
8.26241112 0.512816489 4.8428186E-4 2.98478815E-4 1.8580303E-4
9.35591412 0.580686033 3.72935989E-4 1.78166316E-4 1.94769673E-4
10.5941381 0.657537878 3.09563853E-4 1.0557667E-4 2.03987191E-4
11.9962368 0.744560778 2.75687053E-4 6.22141815E-5 2.13472871E-4
13.5838985 0.843100905 2.59526802E-4 3.62534665E-5 2.23273339E-4
15.3816814 0.954682529 2.54320534E-4 2.08911861E-5 2.33429353E-4
17.4173965 1.08103156 2.55901279E-4 1.1924637E-5 2.43976639E-4
19.7225304 1.2241025 2.61663808E-4 6.7153378E-6 2.54948478E-4
22.3327408 1.38610828 2.70091317E-4 3.71638885E-6 2.66374933E-4
25.2884045 1.56955504 2.80309003E-4 2.02394767E-6 2.78285035E-4
28.6352386 1.77728045 2.91789562E-4 1.08292386E-6 2.90706637E-4
32.4250183 2.01249766 3.04231478E-4 5.63855792E-7 3.03667621E-4
36.7163582 2.27884483 3.17480793E-4 2.85792197E-7 3.17195023E-4
41.5756454 2.58044243 3.31457908E-4 1.4115983E-7 3.31316754E-4
47.0780449 2.92195535 3.46128189E-4 6.69854856E-8 3.46061192E-4
