#   Radius[cm]     Phi[deg]   Energy[keV]     I          Q/I        mu[Gcm3]      Mass[cm]        Q      Phi[rad]
     1.3e+06            5        9.315    0.0204177  -0.00461187   1.0935e+30       206000 -9.41635e-05  0.0872665
     1.3e+06           50        9.315    0.0119438     0.139074   1.0935e+30       206000   0.00166108  0.872665
     1.3e+06           55        9.315    0.0109711     0.169504   1.0935e+30       206000   0.00185963  0.959931
     1.3e+06           60        9.315    0.0107124      0.19855   1.0935e+30       206000   0.00212696    1.0472
     1.3e+06           65        9.315   0.00915532     0.219949   1.0935e+30       206000    0.0020137   1.13446
     1.3e+06           70        9.315   0.00826018     0.235229   1.0935e+30       206000   0.00194303   1.22173
     1.3e+06           75        9.315   0.00744594     0.243277   1.0935e+30       206000   0.00181142     1.309
     1.3e+06           80        9.315   0.00538751     0.247638   1.0935e+30       206000   0.00133415   1.39626
     1.3e+06           85        9.315   0.00520812     0.245416   1.0935e+30       206000   0.00127816   1.48353
     1.3e+06           90        9.315   0.00443693      0.23523   1.0935e+30       206000    0.0010437    1.5708
     1.3e+06           10         4.14    0.0247469   -0.0169312   1.0935e+30       206000 -0.000418996  0.174533
     1.3e+06           15         4.14    0.0244342   -0.0317642   1.0935e+30       206000 -0.000776132  0.261799
     1.3e+06           20         4.14    0.0248726   -0.0390712   1.0935e+30       206000 -0.000971803  0.349066
     1.3e+06           25         4.14    0.0253818   -0.0342071   1.0935e+30       206000 -0.000868236  0.436332
     1.3e+06           30         4.14    0.0267514   -0.0148386   1.0935e+30       206000 -0.000396954  0.523599
     1.3e+06           35         4.14    0.0252713   0.00259553   1.0935e+30       206000  6.55923e-05  0.610865
     1.3e+06           40         4.14    0.0228187    0.0163845   1.0935e+30       206000  0.000373873  0.698132
     1.3e+06           45         4.14    0.0215982    0.0224146   1.0935e+30       206000  0.000484115  0.785398
     1.3e+06            5         4.14    0.0236529  -0.00418519   1.0935e+30       206000  -9.8992e-05  0.0872665
     1.3e+06           50         4.14     0.018291    0.0218435   1.0935e+30       206000   0.00039954  0.872665
     1.3e+06           55         4.14     0.016605    0.0181364   1.0935e+30       206000  0.000301156  0.959931
     1.3e+06           60         4.14    0.0159726    0.0116113   1.0935e+30       206000  0.000185462    1.0472
     1.3e+06           65         4.14     0.013463   0.00628126   1.0935e+30       206000  8.45648e-05   1.13446
     1.3e+06           70         4.14    0.0119825   0.00226738   1.0935e+30       206000  2.71689e-05   1.22173
     1.3e+06           75         4.14    0.0107003   0.00117964   1.0935e+30       206000  1.26226e-05     1.309
     1.3e+06           80         4.14   0.00763263   0.00227852   1.0935e+30       206000  1.73911e-05   1.39626
     1.3e+06           85         4.14    0.0074213   0.00706431   1.0935e+30       206000  5.24264e-05   1.48353
     1.3e+06           90         4.14   0.00645595    0.0138643   1.0935e+30       206000  8.95075e-05    1.5708
