#   Radius[cm]     Phi[deg]   Energy[keV]     I          Q/I        mu[Gcm3]      Mass[cm]        Q      Phi[rad]
      900000           10         2.07    0.0149363     0.193291   1.0935e+30       206000   0.00288705  0.174533
      900000           15         2.07    0.0134821     0.325067   1.0935e+30       206000    0.0043826  0.261799
      900000           20         2.07     0.016241     0.353969   1.0935e+30       206000   0.00574881  0.349066
      900000           25         2.07     0.015046     0.368916   1.0935e+30       206000   0.00555071  0.436332
      900000           30         2.07    0.0164228     0.386918   1.0935e+30       206000   0.00635428  0.523599
      900000           35         2.07    0.0149118     0.390998   1.0935e+30       206000   0.00583048  0.610865
      900000           40         2.07    0.0154224     0.395017   1.0935e+30       206000    0.0060921  0.698132
      900000           45         2.07    0.0139177     0.398906   1.0935e+30       206000   0.00555184  0.785398
      900000            5         2.07    0.0157224    0.0617655   1.0935e+30       206000  0.000971102  0.0872665
      900000           50         2.07    0.0133066     0.401169   1.0935e+30       206000   0.00533818  0.872665
      900000           55         2.07    0.0120291     0.403071   1.0935e+30       206000   0.00484857  0.959931
      900000           60         2.07    0.0101989     0.403715   1.0935e+30       206000   0.00411746    1.0472
      900000           65         2.07   0.00990862     0.405355   1.0935e+30       206000   0.00401651   1.13446
      900000           70         2.07   0.00757752     0.405787   1.0935e+30       206000   0.00307486   1.22173
      900000           75         2.07   0.00806831     0.407242   1.0935e+30       206000   0.00328575     1.309
      900000           80         2.07   0.00789242     0.405389   1.0935e+30       206000    0.0031995   1.39626
      900000           85         2.07   0.00712619     0.406608   1.0935e+30       206000   0.00289757   1.48353
      900000           90         2.07   0.00637008      0.40719   1.0935e+30       206000   0.00259384    1.5708
      900000           10        2.484     0.019586     0.160797   1.0935e+30       206000   0.00314938  0.174533
      900000           15        2.484    0.0176086     0.270273   1.0935e+30       206000   0.00475913  0.261799
      900000           20        2.484    0.0209853     0.294364   1.0935e+30       206000   0.00617731  0.349066
      900000           25        2.484    0.0191883      0.30682   1.0935e+30       206000   0.00588737  0.436332
      900000           30        2.484    0.0206287     0.321853   1.0935e+30       206000   0.00663942  0.523599
      900000           35        2.484     0.018508     0.325253   1.0935e+30       206000   0.00601977  0.610865
      900000           40        2.484    0.0190038     0.328604   1.0935e+30       206000   0.00624473  0.698132
      900000           45        2.484      0.01706     0.331844   1.0935e+30       206000   0.00566124  0.785398
      900000            5        2.484    0.0206169    0.0513823   1.0935e+30       206000   0.00105934  0.0872665
      900000           50        2.484    0.0162275     0.333727   1.0935e+30       206000   0.00541556  0.872665
      900000           55        2.484    0.0145938     0.335309   1.0935e+30       206000   0.00489342  0.959931
      900000           60        2.484    0.0123096      0.33585   1.0935e+30       206000   0.00413418    1.0472
      900000           65        2.484    0.0118894      0.33721   1.0935e+30       206000   0.00400922   1.13446
      900000           70        2.484   0.00904182     0.337573   1.0935e+30       206000   0.00305228   1.22173
      900000           75        2.484   0.00957364      0.33878   1.0935e+30       206000   0.00324336     1.309
      900000           80        2.484   0.00930089     0.337236   1.0935e+30       206000    0.0031366   1.39626
